,Unnamed: 0,Unnamed: 0.2,targetApp,lifecycle:transition,eventType,target.sheetName,timeStamp,target.workbookName,case:concept:name,case:description,url,target.name,target.value,Column,Row,idx,Task,target.id,target.innerText,target.tagName,content
11903,11903,11903,Excel,complete,insertValue,,2019-02-22 10:55:25.538000+00:00,,813,instance with id 813,,,Wrong log-in,A,10.0,812,CopyPasteStuff,A10.0,,,
11904,11904,11904,Excel,complete,insertValue,,2019-02-22 10:55:27.832000+00:00,,813,instance with id 813,,,Wrong log-in,B,10.0,812,CopyPasteStuff,B10.0,,,
11905,11905,11905,Excel,complete,insertValue,,2019-02-22 10:55:30.716000+00:00,,813,instance with id 813,,,Wrong log-in,C,10.0,812,CopyPasteStuff,C10.0,,,
11906,11906,11906,Web,complete,clickButton,,2019-02-22 10:55:33.132000+00:00,,813,instance with id 813,,,,,,812,CopyPasteStuff,,cancel,,
11907,11907,11907,Excel,complete,openFile,Sheet1,2019-02-22 10:55:43.132000+00:00,data.xls,814,instance with id 814,,,,,,813,CopyPasteStuff,,,,
11908,11908,11908,Web,complete,goToUrl,,2019-02-22 10:55:57.833000+00:00,,814,instance with id 814,www.webpage.com,,,,,813,CopyPasteStuff,,,,
11909,11909,11909,Web,complete,insertValue,,2019-02-22 10:56:12.099000+00:00,,814,instance with id 814,,,Frank01,,,813,CopyPasteStuff,,username,,
11910,11910,11910,Web,complete,insertValue,,2019-02-22 10:56:29.525000+00:00,,814,instance with id 814,,,LittleFrank123,,,813,CopyPasteStuff,,password,,
11911,11911,11911,Web,complete,clickButton,,2019-02-22 10:56:43.399000+00:00,,814,instance with id 814,,,,,,813,CopyPasteStuff,,confirm,,
11912,11912,11912,Web,complete,waitResponse,,2019-02-22 10:56:47.222000+00:00,,814,instance with id 814,www.webpage.com/ok,,,,,813,CopyPasteStuff,,,,
11913,11913,11913,Web,complete,clickButton,,2019-02-22 10:56:52.827000+00:00,,814,instance with id 814,,,,,,813,CopyPasteStuff,,Button1,,
11914,11914,11914,Web,complete,clickButton,,2019-02-22 10:56:56.875000+00:00,,814,instance with id 814,,,,,,813,CopyPasteStuff,,B2,,
11915,11915,11915,Web,complete,insertValue,,2019-02-22 10:56:58.437000+00:00,,814,instance with id 814,,,182381,,,813,CopyPasteStuff,,ID,,
11916,11916,11916,Excel,complete,copy,,2019-02-22 10:57:01.071000+00:00,,814,instance with id 814,,,Au 58124829 XT,B,1.0,813,CopyPasteStuff,B1.0,,,
11917,11917,11917,Web,complete,paste,,2019-02-22 10:57:03.348000+00:00,,814,instance with id 814,,,Au 58124829 XT,,,813,CopyPasteStuff,,Special code,,
11918,11918,11918,Excel,complete,copy,,2019-02-22 10:57:07.306000+00:00,,814,instance with id 814,,,Melbourne 123,B,2.0,813,CopyPasteStuff,B2.0,,,
11919,11919,11919,Web,complete,paste,,2019-02-22 10:57:11.649000+00:00,,814,instance with id 814,,,Melbourne 123,,,813,CopyPasteStuff,,Area,,
11920,11920,11920,Web,complete,clickButton,,2019-02-22 10:57:13.306000+00:00,,814,instance with id 814,,,,,,813,CopyPasteStuff,,OK,,
11921,11921,11921,Excel,complete,openFile,Sheet1,2019-02-22 10:57:23.306000+00:00,data.xls,815,instance with id 815,,,,,,813,CopyPasteStuff,,,,
11922,11922,11922,Web,complete,goToUrl,,2019-02-22 10:57:23.306000+00:00,,815,instance with id 815,www.webpage.com,,,,,814,CopyPasteStuff,,,,
11923,11923,11923,Web,complete,insertValue,,2019-02-22 10:57:32.164000+00:00,,815,instance with id 815,,,Frank01,,,814,CopyPasteStuff,,username,,
11924,11924,11924,Web,complete,insertValue,,2019-02-22 10:57:47.740000+00:00,,815,instance with id 815,,,LittleFrank123,,,814,CopyPasteStuff,,password,,
11925,11925,11925,Web,complete,clickButton,,2019-02-22 10:58:01.320000+00:00,,815,instance with id 815,,,,,,814,CopyPasteStuff,,confirm,,
11926,11926,11926,Web,complete,waitResponse,,2019-02-22 10:58:05.104000+00:00,,815,instance with id 815,www.webpage.com/wrong,,,,,814,CopyPasteStuff,,,,
11927,11927,11927,Excel,complete,insertValue,,2019-02-22 10:58:13.297000+00:00,,815,instance with id 815,,,Wrong log-in,A,10.0,814,CopyPasteStuff,A10.0,,,
11928,11928,11928,Excel,complete,insertValue,,2019-02-22 10:58:15.463000+00:00,,815,instance with id 815,,,Wrong log-in,B,10.0,814,CopyPasteStuff,B10.0,,,
11929,11929,11929,Excel,complete,insertValue,,2019-02-22 10:58:17.361000+00:00,,815,instance with id 815,,,Wrong log-in,C,10.0,814,CopyPasteStuff,C10.0,,,
11930,11930,11930,Web,complete,clickButton,,2019-02-22 10:58:20.600000+00:00,,815,instance with id 815,,,,,,814,CopyPasteStuff,,cancel,,
11931,11931,11931,Excel,complete,openFile,Sheet1,2019-02-22 10:58:30.600000+00:00,data.xls,816,instance with id 816,,,,,,815,CopyPasteStuff,,,,
11932,11932,11932,Web,complete,goToUrl,,2019-02-22 10:58:39.981000+00:00,,816,instance with id 816,www.webpage.com,,,,,815,CopyPasteStuff,,,,
11933,11933,11933,Web,complete,insertValue,,2019-02-22 10:58:47.779000+00:00,,816,instance with id 816,,,Frank01,,,815,CopyPasteStuff,,username,,
11934,11934,11934,Web,complete,insertValue,,2019-02-22 10:59:03.387000+00:00,,816,instance with id 816,,,LittleFrank123,,,815,CopyPasteStuff,,password,,
11935,11935,11935,Web,complete,clickButton,,2019-02-22 10:59:09.706000+00:00,,816,instance with id 816,,,,,,815,CopyPasteStuff,,confirm,,
11936,11936,11936,Web,complete,waitResponse,,2019-02-22 10:59:11.797000+00:00,,816,instance with id 816,www.webpage.com/ok,,,,,815,CopyPasteStuff,,,,
11937,11937,11937,Web,complete,clickButton,,2019-02-22 10:59:11.797000+00:00,,816,instance with id 816,,,,,,815,CopyPasteStuff,,Button1,,
11938,11938,11938,Web,complete,clickButton,,2019-02-22 10:59:16.417000+00:00,,816,instance with id 816,,,,,,815,CopyPasteStuff,,B2,,
11939,11939,11939,Web,complete,insertValue,,2019-02-22 10:59:18.298000+00:00,,816,instance with id 816,,,182381,,,815,CopyPasteStuff,,ID,,
11940,11940,11940,Excel,complete,copy,,2019-02-22 10:59:20.016000+00:00,,816,instance with id 816,,,Au 58124829 XT,B,1.0,815,CopyPasteStuff,B1.0,,,
11941,11941,11941,Web,complete,paste,,2019-02-22 10:59:20.469000+00:00,,816,instance with id 816,,,Au 58124829 XT,,,815,CopyPasteStuff,,Special code,,
11942,11942,11942,Excel,complete,copy,,2019-02-22 10:59:23.310000+00:00,,816,instance with id 816,,,Melbourne 123,B,2.0,815,CopyPasteStuff,B2.0,,,
11943,11943,11943,Web,complete,paste,,2019-02-22 10:59:25.736000+00:00,,816,instance with id 816,,,Melbourne 123,,,815,CopyPasteStuff,,Area,,
11944,11944,11944,Web,complete,clickButton,,2019-02-22 10:59:28.072000+00:00,,816,instance with id 816,,,,,,815,CopyPasteStuff,,OK,,
11945,11945,11945,Excel,complete,openFile,Sheet1,2019-02-22 10:59:38.072000+00:00,data.xls,817,instance with id 817,,,,,,816,CopyPasteStuff,,,,
11946,11946,11946,Web,complete,goToUrl,,2019-02-22 10:59:48.289000+00:00,,817,instance with id 817,www.webpage.com,,,,,816,CopyPasteStuff,,,,
11947,11947,11947,Web,complete,insertValue,,2019-02-22 10:59:51.948000+00:00,,817,instance with id 817,,,Frank01,,,816,CopyPasteStuff,,username,,
11948,11948,11948,Web,complete,insertValue,,2019-02-22 10:59:59.087000+00:00,,817,instance with id 817,,,LittleFrank123,,,816,CopyPasteStuff,,password,,
11949,11949,11949,Web,complete,clickButton,,2019-02-22 11:00:12.666000+00:00,,817,instance with id 817,,,,,,816,CopyPasteStuff,,confirm,,
11950,11950,11950,Web,complete,waitResponse,,2019-02-22 11:00:16.438000+00:00,,817,instance with id 817,www.webpage.com/error,,,,,816,CopyPasteStuff,,,,
11951,11951,11951,Web,complete,goToUrl,,2019-02-22 11:00:18.561000+00:00,,817,instance with id 817,www.webpage.com,,,,,816,CopyPasteStuff,,,,
11952,11952,11952,Web,complete,insertValue,,2019-02-22 11:00:33.268000+00:00,,817,instance with id 817,,,Frank01,,,816,CopyPasteStuff,,username,,
11953,11953,11953,Web,complete,insertValue,,2019-02-22 11:00:37.046000+00:00,,817,instance with id 817,,,LittleFrank123,,,816,CopyPasteStuff,,password,,
11954,11954,11954,Web,complete,clickButton,,2019-02-22 11:00:43.014000+00:00,,817,instance with id 817,,,,,,816,CopyPasteStuff,,confirm,,
11955,11955,11955,Web,complete,waitResponse,,2019-02-22 11:00:45.544000+00:00,,817,instance with id 817,www.webpage.com/ok,,,,,816,CopyPasteStuff,,,,
11956,11956,11956,Web,complete,clickButton,,2019-02-22 11:00:59.211000+00:00,,817,instance with id 817,,,,,,816,CopyPasteStuff,,Button1,,
11957,11957,11957,Web,complete,clickButton,,2019-02-22 11:01:00.598000+00:00,,817,instance with id 817,,,,,,816,CopyPasteStuff,,B2,,
11958,11958,11958,Web,complete,insertValue,,2019-02-22 11:01:04.850000+00:00,,817,instance with id 817,,,182381,,,816,CopyPasteStuff,,ID,,
11959,11959,11959,Excel,complete,copy,,2019-02-22 11:01:07.307000+00:00,,817,instance with id 817,,,Au 58124829 XT,B,1.0,816,CopyPasteStuff,B1.0,,,
11960,11960,11960,Web,complete,paste,,2019-02-22 11:01:09.393000+00:00,,817,instance with id 817,,,Au 58124829 XT,,,816,CopyPasteStuff,,Special code,,
11961,11961,11961,Excel,complete,copy,,2019-02-22 11:01:11.737000+00:00,,817,instance with id 817,,,Melbourne 123,B,2.0,816,CopyPasteStuff,B2.0,,,
11962,11962,11962,Web,complete,paste,,2019-02-22 11:01:15.644000+00:00,,817,instance with id 817,,,Melbourne 123,,,816,CopyPasteStuff,,Area,,
11963,11963,11963,Web,complete,clickButton,,2019-02-22 11:01:16.708000+00:00,,817,instance with id 817,,,,,,816,CopyPasteStuff,,OK,,
11964,11964,11964,Excel,complete,openFile,Sheet1,2019-02-22 11:01:26.708000+00:00,data.xls,818,instance with id 818,,,,,,817,CopyPasteStuff,,,,
11965,11965,11965,Web,complete,goToUrl,,2019-02-22 11:01:31.462000+00:00,,818,instance with id 818,www.webpage.com,,,,,817,CopyPasteStuff,,,,
11966,11966,11966,Web,complete,insertValue,,2019-02-22 11:01:42.652000+00:00,,818,instance with id 818,,,Frank01,,,817,CopyPasteStuff,,username,,
11967,11967,11967,Web,complete,insertValue,,2019-02-22 11:01:53.392000+00:00,,818,instance with id 818,,,LittleFrank123,,,817,CopyPasteStuff,,password,,
11968,11968,11968,Web,complete,clickButton,,2019-02-22 11:01:58.192000+00:00,,818,instance with id 818,,,,,,817,CopyPasteStuff,,confirm,,
11969,11969,11969,Web,complete,waitResponse,,2019-02-22 11:01:59.393000+00:00,,818,instance with id 818,www.webpage.com/ok,,,,,817,CopyPasteStuff,,,,
11970,11970,11970,Web,complete,clickButton,,2019-02-22 11:02:09.752000+00:00,,818,instance with id 818,,,,,,817,CopyPasteStuff,,Button1,,
11971,11971,11971,Web,complete,clickButton,,2019-02-22 11:02:12.063000+00:00,,818,instance with id 818,,,,,,817,CopyPasteStuff,,B2,,
11972,11972,11972,Web,complete,insertValue,,2019-02-22 11:02:15.642000+00:00,,818,instance with id 818,,,182381,,,817,CopyPasteStuff,,ID,,
11973,11973,11973,Excel,complete,copy,,2019-02-22 11:02:17.085000+00:00,,818,instance with id 818,,,Au 58124829 XT,B,1.0,817,CopyPasteStuff,B1.0,,,
11974,11974,11974,Web,complete,paste,,2019-02-22 11:02:20.233000+00:00,,818,instance with id 818,,,Au 58124829 XT,,,817,CopyPasteStuff,,Special code,,
11975,11975,11975,Excel,complete,copy,,2019-02-22 11:02:23.648000+00:00,,818,instance with id 818,,,Melbourne 123,B,2.0,817,CopyPasteStuff,B2.0,,,
11976,11976,11976,Web,complete,paste,,2019-02-22 11:02:26.202000+00:00,,818,instance with id 818,,,Melbourne 123,,,817,CopyPasteStuff,,Area,,
11977,11977,11977,Web,complete,clickButton,,2019-02-22 11:02:30.349000+00:00,,818,instance with id 818,,,,,,817,CopyPasteStuff,,OK,,
11978,11978,11978,Excel,complete,openFile,Sheet1,2019-02-22 11:02:40.349000+00:00,data.xls,819,instance with id 819,,,,,,818,CopyPasteStuff,,,,
11979,11979,11979,Web,complete,goToUrl,,2019-02-22 11:02:47.473000+00:00,,819,instance with id 819,www.webpage.com,,,,,818,CopyPasteStuff,,,,
11980,11980,11980,Web,complete,insertValue,,2019-02-22 11:02:56.169000+00:00,,819,instance with id 819,,,Frank01,,,818,CopyPasteStuff,,username,,
11981,11981,11981,Web,complete,insertValue,,2019-02-22 11:02:56.169000+00:00,,819,instance with id 819,,,LittleFrank123,,,818,CopyPasteStuff,,password,,
11982,11982,11982,Web,complete,clickButton,,2019-02-22 11:02:59.015000+00:00,,819,instance with id 819,,,,,,818,CopyPasteStuff,,confirm,,
11983,11983,11983,Web,complete,waitResponse,,2019-02-22 11:03:02.042000+00:00,,819,instance with id 819,www.webpage.com/wrong,,,,,818,CopyPasteStuff,,,,
11984,11984,11984,Excel,complete,insertValue,,2019-02-22 11:03:02.042000+00:00,,819,instance with id 819,,,Wrong log-in,A,10.0,818,CopyPasteStuff,A10.0,,,
11985,11985,11985,Excel,complete,insertValue,,2019-02-22 11:03:04.934000+00:00,,819,instance with id 819,,,Wrong log-in,B,10.0,818,CopyPasteStuff,B10.0,,,
11986,11986,11986,Excel,complete,insertValue,,2019-02-22 11:03:07.441000+00:00,,819,instance with id 819,,,Wrong log-in,C,10.0,818,CopyPasteStuff,C10.0,,,
11987,11987,11987,Web,complete,clickButton,,2019-02-22 11:03:09.896000+00:00,,819,instance with id 819,,,,,,818,CopyPasteStuff,,cancel,,
11988,11988,11988,Excel,complete,openFile,Sheet1,2019-02-22 11:03:19.896000+00:00,data.xls,820,instance with id 820,,,,,,819,CopyPasteStuff,,,,
11989,11989,11989,Web,complete,goToUrl,,2019-02-22 11:03:32.510000+00:00,,820,instance with id 820,www.webpage.com,,,,,819,CopyPasteStuff,,,,
11990,11990,11990,Web,complete,insertValue,,2019-02-22 11:03:45.815000+00:00,,820,instance with id 820,,,Frank01,,,819,CopyPasteStuff,,username,,
11991,11991,11991,Web,complete,insertValue,,2019-02-22 11:03:58.098000+00:00,,820,instance with id 820,,,LittleFrank123,,,819,CopyPasteStuff,,password,,
11992,11992,11992,Web,complete,clickButton,,2019-02-22 11:03:58.098000+00:00,,820,instance with id 820,,,,,,819,CopyPasteStuff,,confirm,,
11993,11993,11993,Web,complete,waitResponse,,2019-02-22 11:04:03.589000+00:00,,820,instance with id 820,www.webpage.com/ok,,,,,819,CopyPasteStuff,,,,
11994,11994,11994,Web,complete,clickButton,,2019-02-22 11:04:17.654000+00:00,,820,instance with id 820,,,,,,819,CopyPasteStuff,,Button1,,
11995,11995,11995,Web,complete,clickButton,,2019-02-22 11:04:21.890000+00:00,,820,instance with id 820,,,,,,819,CopyPasteStuff,,B2,,
11996,11996,11996,Web,complete,insertValue,,2019-02-22 11:04:26.802000+00:00,,820,instance with id 820,,,182381,,,819,CopyPasteStuff,,ID,,
11997,11997,11997,Excel,complete,copy,,2019-02-22 11:04:29.158000+00:00,,820,instance with id 820,,,Au 58124829 XT,B,1.0,819,CopyPasteStuff,B1.0,,,
11998,11998,11998,Web,complete,paste,,2019-02-22 11:04:32.578000+00:00,,820,instance with id 820,,,Au 58124829 XT,,,819,CopyPasteStuff,,Special code,,
11999,11999,11999,Excel,complete,copy,,2019-02-22 11:04:35.215000+00:00,,820,instance with id 820,,,Melbourne 123,B,2.0,819,CopyPasteStuff,B2.0,,,
12000,12000,12000,Web,complete,paste,,2019-02-22 11:04:39.141000+00:00,,820,instance with id 820,,,Melbourne 123,,,819,CopyPasteStuff,,Area,,
12001,12001,12001,Web,complete,clickButton,,2019-02-22 11:04:43.498000+00:00,,820,instance with id 820,,,,,,819,CopyPasteStuff,,OK,,
12002,12002,12002,Excel,complete,openFile,Sheet1,2019-02-22 11:04:53.498000+00:00,data.xls,821,instance with id 821,,,,,,820,CopyPasteStuff,,,,
12003,12003,12003,Web,complete,goToUrl,,2019-02-22 11:05:00.224000+00:00,,821,instance with id 821,www.webpage.com,,,,,820,CopyPasteStuff,,,,
12004,12004,12004,Web,complete,insertValue,,2019-02-22 11:05:12.113000+00:00,,821,instance with id 821,,,Frank01,,,820,CopyPasteStuff,,username,,
12005,12005,12005,Web,complete,insertValue,,2019-02-22 11:05:17.064000+00:00,,821,instance with id 821,,,LittleFrank123,,,820,CopyPasteStuff,,password,,
12006,12006,12006,Web,complete,clickButton,,2019-02-22 11:05:24.519000+00:00,,821,instance with id 821,,,,,,820,CopyPasteStuff,,confirm,,
12007,12007,12007,Web,complete,waitResponse,,2019-02-22 11:05:26.452000+00:00,,821,instance with id 821,www.webpage.com/wrong,,,,,820,CopyPasteStuff,,,,
12008,12008,12008,Excel,complete,insertValue,,2019-02-22 11:05:43.174000+00:00,,821,instance with id 821,,,Wrong log-in,A,10.0,820,CopyPasteStuff,A10.0,,,
12009,12009,12009,Excel,complete,insertValue,,2019-02-22 11:05:46.461000+00:00,,821,instance with id 821,,,Wrong log-in,B,10.0,820,CopyPasteStuff,B10.0,,,
12010,12010,12010,Excel,complete,insertValue,,2019-02-22 11:05:49.102000+00:00,,821,instance with id 821,,,Wrong log-in,C,10.0,820,CopyPasteStuff,C10.0,,,
12011,12011,12011,Web,complete,clickButton,,2019-02-22 11:05:53.125000+00:00,,821,instance with id 821,,,,,,820,CopyPasteStuff,,cancel,,
12012,12012,12012,Excel,complete,openFile,Sheet1,2019-02-22 11:06:03.125000+00:00,data.xls,822,instance with id 822,,,,,,821,CopyPasteStuff,,,,
12013,12013,12013,Web,complete,goToUrl,,2019-02-22 11:06:07.175000+00:00,,822,instance with id 822,www.webpage.com,,,,,821,CopyPasteStuff,,,,
12014,12014,12014,Web,complete,insertValue,,2019-02-22 11:06:14.528000+00:00,,822,instance with id 822,,,Frank01,,,821,CopyPasteStuff,,username,,
12015,12015,12015,Web,complete,insertValue,,2019-02-22 11:06:28.260000+00:00,,822,instance with id 822,,,LittleFrank123,,,821,CopyPasteStuff,,password,,
12016,12016,12016,Web,complete,clickButton,,2019-02-22 11:06:32.307000+00:00,,822,instance with id 822,,,,,,821,CopyPasteStuff,,confirm,,
12017,12017,12017,Web,complete,waitResponse,,2019-02-22 11:06:34.302000+00:00,,822,instance with id 822,www.webpage.com/ok,,,,,821,CopyPasteStuff,,,,
12018,12018,12018,Web,complete,clickButton,,2019-02-22 11:06:53.902000+00:00,,822,instance with id 822,,,,,,821,CopyPasteStuff,,Button1,,
12019,12019,12019,Web,complete,clickButton,,2019-02-22 11:06:56.835000+00:00,,822,instance with id 822,,,,,,821,CopyPasteStuff,,B2,,
12020,12020,12020,Web,complete,insertValue,,2019-02-22 11:07:01.696000+00:00,,822,instance with id 822,,,182381,,,821,CopyPasteStuff,,ID,,
12021,12021,12021,Excel,complete,copy,,2019-02-22 11:07:04.102000+00:00,,822,instance with id 822,,,Au 58124829 XT,B,1.0,821,CopyPasteStuff,B1.0,,,
12022,12022,12022,Web,complete,paste,,2019-02-22 11:07:07.130000+00:00,,822,instance with id 822,,,Au 58124829 XT,,,821,CopyPasteStuff,,Special code,,
12023,12023,12023,Excel,complete,copy,,2019-02-22 11:07:10.100000+00:00,,822,instance with id 822,,,Melbourne 123,B,2.0,821,CopyPasteStuff,B2.0,,,
12024,12024,12024,Web,complete,paste,,2019-02-22 11:07:12.858000+00:00,,822,instance with id 822,,,Melbourne 123,,,821,CopyPasteStuff,,Area,,
12025,12025,12025,Web,complete,clickButton,,2019-02-22 11:07:17.170000+00:00,,822,instance with id 822,,,,,,821,CopyPasteStuff,,OK,,
12026,12026,12026,Excel,complete,openFile,Sheet1,2019-02-22 11:07:27.170000+00:00,data.xls,823,instance with id 823,,,,,,822,CopyPasteStuff,,,,
12027,12027,12027,Web,complete,goToUrl,,2019-02-22 11:07:34.255000+00:00,,823,instance with id 823,www.webpage.com,,,,,822,CopyPasteStuff,,,,
12028,12028,12028,Web,complete,insertValue,,2019-02-22 11:07:47.362000+00:00,,823,instance with id 823,,,Frank01,,,822,CopyPasteStuff,,username,,
12029,12029,12029,Web,complete,insertValue,,2019-02-22 11:07:47.362000+00:00,,823,instance with id 823,,,LittleFrank123,,,822,CopyPasteStuff,,password,,
12030,12030,12030,Web,complete,clickButton,,2019-02-22 11:07:58.756000+00:00,,823,instance with id 823,,,,,,822,CopyPasteStuff,,confirm,,
12031,12031,12031,Web,complete,waitResponse,,2019-02-22 11:08:02.695000+00:00,,823,instance with id 823,www.webpage.com/error,,,,,822,CopyPasteStuff,,,,
12032,12032,12032,Web,complete,goToUrl,,2019-02-22 11:08:07.321000+00:00,,823,instance with id 823,www.webpage.com,,,,,822,CopyPasteStuff,,,,
12033,12033,12033,Web,complete,insertValue,,2019-02-22 11:08:12.712000+00:00,,823,instance with id 823,,,Frank01,,,822,CopyPasteStuff,,username,,
12034,12034,12034,Web,complete,insertValue,,2019-02-22 11:08:23.600000+00:00,,823,instance with id 823,,,LittleFrank123,,,822,CopyPasteStuff,,password,,
12035,12035,12035,Web,complete,clickButton,,2019-02-22 11:08:31.363000+00:00,,823,instance with id 823,,,,,,822,CopyPasteStuff,,confirm,,
12036,12036,12036,Web,complete,waitResponse,,2019-02-22 11:08:35.880000+00:00,,823,instance with id 823,www.webpage.com/wrong,,,,,822,CopyPasteStuff,,,,
12037,12037,12037,Excel,complete,insertValue,,2019-02-22 11:08:51.619000+00:00,,823,instance with id 823,,,Wrong log-in,A,10.0,822,CopyPasteStuff,A10.0,,,
12038,12038,12038,Excel,complete,insertValue,,2019-02-22 11:08:55.369000+00:00,,823,instance with id 823,,,Wrong log-in,B,10.0,822,CopyPasteStuff,B10.0,,,
12039,12039,12039,Excel,complete,insertValue,,2019-02-22 11:08:58.953000+00:00,,823,instance with id 823,,,Wrong log-in,C,10.0,822,CopyPasteStuff,C10.0,,,
12040,12040,12040,Web,complete,clickButton,,2019-02-22 11:09:00.746000+00:00,,823,instance with id 823,,,,,,822,CopyPasteStuff,,cancel,,
12041,12041,12041,Excel,complete,openFile,Sheet1,2019-02-22 11:09:10.746000+00:00,data.xls,824,instance with id 824,,,,,,823,CopyPasteStuff,,,,
12042,12042,12042,Web,complete,goToUrl,,2019-02-22 11:09:18.066000+00:00,,824,instance with id 824,www.webpage.com,,,,,823,CopyPasteStuff,,,,
12043,12043,12043,Web,complete,insertValue,,2019-02-22 11:09:29.401000+00:00,,824,instance with id 824,,,Frank01,,,823,CopyPasteStuff,,username,,
12044,12044,12044,Web,complete,insertValue,,2019-02-22 11:09:29.401000+00:00,,824,instance with id 824,,,LittleFrank123,,,823,CopyPasteStuff,,password,,
12045,12045,12045,Web,complete,clickButton,,2019-02-22 11:09:36.567000+00:00,,824,instance with id 824,,,,,,823,CopyPasteStuff,,confirm,,
12046,12046,12046,Web,complete,waitResponse,,2019-02-22 11:09:40.407000+00:00,,824,instance with id 824,www.webpage.com/ok,,,,,823,CopyPasteStuff,,,,
12047,12047,12047,Web,complete,clickButton,,2019-02-22 11:09:47.902000+00:00,,824,instance with id 824,,,,,,823,CopyPasteStuff,,Button1,,
12048,12048,12048,Web,complete,clickButton,,2019-02-22 11:09:49.498000+00:00,,824,instance with id 824,,,,,,823,CopyPasteStuff,,B2,,
12049,12049,12049,Web,complete,insertValue,,2019-02-22 11:09:52.743000+00:00,,824,instance with id 824,,,182381,,,823,CopyPasteStuff,,ID,,
12050,12050,12050,Excel,complete,copy,,2019-02-22 11:09:58.009000+00:00,,824,instance with id 824,,,Au 58124829 XT,B,1.0,823,CopyPasteStuff,B1.0,,,
12051,12051,12051,Web,complete,paste,,2019-02-22 11:10:00.073000+00:00,,824,instance with id 824,,,Au 58124829 XT,,,823,CopyPasteStuff,,Special code,,
12052,12052,12052,Excel,complete,copy,,2019-02-22 11:10:03.677000+00:00,,824,instance with id 824,,,Melbourne 123,B,2.0,823,CopyPasteStuff,B2.0,,,
12053,12053,12053,Web,complete,paste,,2019-02-22 11:10:07.208000+00:00,,824,instance with id 824,,,Melbourne 123,,,823,CopyPasteStuff,,Area,,
12054,12054,12054,Web,complete,clickButton,,2019-02-22 11:10:11.485000+00:00,,824,instance with id 824,,,,,,823,CopyPasteStuff,,OK,,
12055,12055,12055,Excel,complete,openFile,Sheet1,2019-02-22 11:10:21.485000+00:00,data.xls,825,instance with id 825,,,,,,824,CopyPasteStuff,,,,
12056,12056,12056,Web,complete,goToUrl,,2019-02-22 11:10:36.216000+00:00,,825,instance with id 825,www.webpage.com,,,,,824,CopyPasteStuff,,,,
12057,12057,12057,Web,complete,insertValue,,2019-02-22 11:10:47.133000+00:00,,825,instance with id 825,,,Frank01,,,824,CopyPasteStuff,,username,,
12058,12058,12058,Web,complete,insertValue,,2019-02-22 11:10:57.300000+00:00,,825,instance with id 825,,,LittleFrank123,,,824,CopyPasteStuff,,password,,
12059,12059,12059,Web,complete,clickButton,,2019-02-22 11:11:05.909000+00:00,,825,instance with id 825,,,,,,824,CopyPasteStuff,,confirm,,
12060,12060,12060,Web,complete,waitResponse,,2019-02-22 11:11:09.206000+00:00,,825,instance with id 825,www.webpage.com/ok,,,,,824,CopyPasteStuff,,,,
12061,12061,12061,Web,complete,clickButton,,2019-02-22 11:11:09.206000+00:00,,825,instance with id 825,,,,,,824,CopyPasteStuff,,Button1,,
12062,12062,12062,Web,complete,clickButton,,2019-02-22 11:11:13.616000+00:00,,825,instance with id 825,,,,,,824,CopyPasteStuff,,B2,,
12063,12063,12063,Web,complete,insertValue,,2019-02-22 11:11:15.616000+00:00,,825,instance with id 825,,,182381,,,824,CopyPasteStuff,,ID,,
12064,12064,12064,Excel,complete,copy,,2019-02-22 11:11:19.438000+00:00,,825,instance with id 825,,,Au 58124829 XT,B,1.0,824,CopyPasteStuff,B1.0,,,
12065,12065,12065,Web,complete,paste,,2019-02-22 11:11:21.705000+00:00,,825,instance with id 825,,,Au 58124829 XT,,,824,CopyPasteStuff,,Special code,,
12066,12066,12066,Excel,complete,copy,,2019-02-22 11:11:24.849000+00:00,,825,instance with id 825,,,Melbourne 123,B,2.0,824,CopyPasteStuff,B2.0,,,
12067,12067,12067,Web,complete,paste,,2019-02-22 11:11:28.684000+00:00,,825,instance with id 825,,,Melbourne 123,,,824,CopyPasteStuff,,Area,,
12068,12068,12068,Web,complete,clickButton,,2019-02-22 11:11:30.668000+00:00,,825,instance with id 825,,,,,,824,CopyPasteStuff,,OK,,
12069,12069,12069,Excel,complete,openFile,Sheet1,2019-02-22 11:11:40.668000+00:00,data.xls,826,instance with id 826,,,,,,825,CopyPasteStuff,,,,
12070,12070,12070,Web,complete,goToUrl,,2019-02-22 11:11:47.415000+00:00,,826,instance with id 826,www.webpage.com,,,,,825,CopyPasteStuff,,,,
12071,12071,12071,Web,complete,insertValue,,2019-02-22 11:11:55.204000+00:00,,826,instance with id 826,,,Frank01,,,825,CopyPasteStuff,,username,,
12072,12072,12072,Web,complete,insertValue,,2019-02-22 11:12:00.393000+00:00,,826,instance with id 826,,,LittleFrank123,,,825,CopyPasteStuff,,password,,
12073,12073,12073,Web,complete,clickButton,,2019-02-22 11:12:10.707000+00:00,,826,instance with id 826,,,,,,825,CopyPasteStuff,,confirm,,
12074,12074,12074,Web,complete,waitResponse,,2019-02-22 11:12:13.523000+00:00,,826,instance with id 826,www.webpage.com/ok,,,,,825,CopyPasteStuff,,,,
12075,12075,12075,Web,complete,clickButton,,2019-02-22 11:12:20.877000+00:00,,826,instance with id 826,,,,,,825,CopyPasteStuff,,Button1,,
